x:152 , y:359
x:157 , y:161
x:351 , y:118
x:33 , y:118
x:259 , y:320
x:235 , y:41
x:365 , y:286
x:17 , y:155
x:126 , y:54
x:79 , y:26
x:52 , y:281
x:21 , y:350
x:316 , y:265
x:342 , y:115
x:59 , y:274
x:128 , y:6
x:167 , y:32
x:150 , y:286
x:356 , y:71
x:343 , y:183
x:176 , y:167
x:53 , y:178
x:334 , y:142
x:148 , y:70
x:48 , y:12
x:294 , y:179
x:129 , y:101
x:318 , y:315
x:383 , y:45
x:271 , y:212
x:218 , y:42
x:27 , y:351
x:189 , y:386
x:9 , y:177
x:313 , y:145
x:312 , y:352
x:130 , y:89
x:183 , y:317
x:387 , y:16
x:29 , y:331
x:110 , y:36
x:89 , y:323
x:238 , y:191
x:188 , y:359
x:171 , y:173
x:216 , y:59
x:363 , y:390
x:328 , y:243
x:372 , y:152
x:250 , y:337
x:241 , y:237
x:279 , y:162
x:80 , y:371
x:340 , y:62
x:346 , y:19
x:7 , y:369
x:292 , y:8
x:200 , y:48
x:7 , y:82
x:208 , y:388
x:0 , y:179
x:169 , y:24
x:219 , y:363
x:115 , y:49
x:338 , y:143
x:381 , y:365
x:80 , y:179
x:150 , y:212
x:226 , y:112
x:83 , y:42
x:11 , y:172
x:181 , y:91
x:139 , y:255
x:290 , y:333
x:321 , y:147
x:278 , y:98
x:74 , y:321
x:284 , y:47
x:48 , y:245
x:388 , y:352
x:269 , y:386
x:117 , y:321
x:133 , y:301
x:13 , y:219
x:262 , y:312
x:84 , y:49
x:140 , y:273
x:129 , y:217
x:150 , y:231
x:330 , y:371
x:69 , y:24
x:345 , y:208
x:207 , y:143
x:388 , y:182
x:86 , y:255
x:193 , y:328
x:202 , y:307
x:209 , y:310
x:130 , y:335
x:199 , y:174
x:223 , y:392
x:265 , y:236
x:5 , y:363
x:147 , y:346
x:269 , y:156
x:132 , y:77
x:286 , y:338
x:33 , y:29
x:163 , y:93
x:301 , y:373
x:254 , y:249
x:157 , y:94
x:5 , y:56
x:343 , y:318
x:92 , y:135
x:79 , y:143
x:379 , y:316
x:279 , y:296
x:243 , y:384
x:92 , y:378
x:56 , y:64
x:3 , y:224
x:254 , y:342
x:387 , y:388
x:314 , y:369
x:171 , y:288
x:383 , y:168
x:224 , y:328
x:198 , y:340
x:27 , y:167
x:262 , y:290
x:206 , y:106
x:2 , y:241
x:178 , y:38
x:16 , y:197
x:262 , y:270
x:47 , y:72
x:366 , y:217
x:205 , y:253
x:222 , y:354
x:194 , y:119
x:239 , y:393
x:273 , y:177
x:69 , y:63
x:183 , y:71
x:314 , y:96
x:202 , y:45
x:239 , y:120
x:158 , y:157
x:354 , y:17
x:239 , y:127
x:151 , y:168
x:385 , y:238
x:91 , y:118
x:24 , y:143
x:214 , y:266
x:211 , y:218
x:348 , y:54
x:69 , y:85
x:108 , y:17
x:114 , y:204
x:202 , y:22
x:95 , y:268
x:377 , y:41
x:10 , y:205
x:332 , y:284
x:52 , y:249
x:88 , y:84
x:202 , y:390
x:85 , y:131
x:397 , y:178
x:396 , y:299
x:305 , y:209
x:246 , y:344
x:314 , y:327
x:131 , y:306
x:281 , y:380
x:200 , y:333
x:326 , y:376
x:181 , y:178
x:62 , y:336
x:138 , y:114
x:150 , y:66
x:8 , y:226
x:309 , y:304
x:82 , y:93
x:393 , y:307
x:68 , y:78
x:375 , y:250
x:177 , y:266
x:172 , y:289
x:221 , y:261
x:146 , y:5
x:381 , y:21
x:199 , y:73
x:361 , y:115
x:229 , y:213
x:232 , y:99
x:277 , y:331
x:235 , y:240
x:334 , y:187
x:94 , y:317
x:395 , y:279
x:129 , y:114
x:332 , y:322
x:163 , y:259
x:72 , y:56
x:62 , y:384
x:358 , y:218
x:243 , y:43
x:158 , y:157
x:323 , y:205
x:256 , y:339
x:270 , y:155
x:347 , y:134
x:321 , y:57
x:374 , y:281
x:112 , y:367
x:81 , y:322
x:244 , y:242
x:53 , y:365
x:21 , y:360
x:344 , y:125
x:295 , y:83
x:127 , y:302
x:12 , y:139
x:296 , y:237
x:129 , y:287
x:394 , y:152
x:286 , y:351
x:9 , y:341
x:175 , y:207
x:174 , y:383
x:257 , y:287
x:81 , y:207
x:172 , y:54
x:14 , y:134
x:211 , y:146
x:229 , y:310
x:165 , y:107
x:198 , y:308
x:98 , y:177
x:16 , y:94
x:246 , y:227
x:130 , y:10
x:351 , y:133
x:292 , y:91
x:27 , y:126
x:14 , y:19
x:178 , y:284
x:338 , y:95
x:182 , y:303
x:49 , y:352
x:263 , y:345
x:52 , y:278
x:139 , y:28
x:157 , y:250
x:296 , y:237
x:16 , y:173
x:183 , y:143
x:228 , y:146
x:238 , y:86
x:165 , y:72
x:43 , y:265
x:149 , y:179
x:226 , y:222
x:77 , y:40
x:344 , y:360
x:306 , y:126
x:356 , y:207
x:187 , y:358
x:161 , y:95
x:284 , y:296
x:21 , y:57
x:152 , y:300
x:47 , y:156
x:243 , y:332
x:5 , y:237
x:102 , y:8
x:139 , y:48
x:222 , y:203
x:195 , y:365
x:278 , y:299
x:377 , y:140
x:299 , y:184
x:94 , y:286
x:333 , y:87
x:335 , y:207
x:217 , y:218
x:118 , y:357
x:113 , y:369
x:254 , y:117
x:354 , y:356
x:316 , y:211
x:259 , y:8
x:164 , y:55
x:373 , y:34
x:333 , y:359
x:99 , y:251
x:387 , y:263
x:149 , y:351
x:38 , y:33
x:241 , y:82
x:300 , y:373
x:282 , y:58
x:379 , y:371
x:88 , y:396
x:304 , y:233
x:44 , y:395
x:355 , y:221
x:228 , y:256
x:290 , y:119
x:31 , y:201
x:4 , y:175
x:38 , y:82
x:33 , y:343
x:377 , y:139
x:222 , y:23
x:349 , y:218
x:276 , y:122
x:45 , y:231
x:227 , y:207
x:41 , y:134
x:81 , y:84
x:305 , y:37
x:293 , y:36
x:108 , y:133
x:287 , y:135
x:311 , y:91
x:173 , y:291
x:187 , y:301
x:41 , y:159
x:182 , y:164
x:382 , y:263
x:337 , y:83
x:315 , y:210
x:17 , y:383
x:69 , y:94
x:178 , y:10
x:48 , y:102
x:138 , y:35
x:169 , y:293
x:29 , y:198
x:289 , y:8
x:251 , y:292
x:145 , y:15
x:174 , y:38
x:202 , y:186
x:1 , y:308
x:344 , y:184
x:346 , y:291
x:274 , y:259
x:305 , y:316
x:278 , y:295
x:397 , y:84
x:119 , y:278
x:172 , y:87
x:286 , y:240
x:248 , y:153
x:397 , y:175
x:142 , y:100
x:138 , y:142
x:329 , y:316
x:177 , y:293
x:29 , y:282
x:173 , y:121
x:332 , y:376
x:244 , y:399
x:294 , y:237
x:273 , y:122
x:1 , y:243
x:283 , y:345
x:185 , y:125
x:278 , y:169
x:296 , y:386
x:38 , y:227
x:369 , y:39
x:307 , y:176
x:21 , y:250
x:133 , y:36
x:109 , y:51
x:379 , y:258
x:258 , y:41
x:231 , y:223
x:345 , y:104
x:348 , y:104
x:49 , y:298
x:23 , y:183
x:352 , y:187
x:125 , y:253
x:80 , y:200
x:191 , y:163
x:291 , y:50
x:252 , y:51
x:87 , y:313
x:364 , y:337
x:196 , y:149
x:190 , y:343
x:118 , y:54
x:158 , y:373
x:78 , y:15
x:314 , y:58
x:241 , y:79
x:218 , y:289
x:143 , y:145
x:298 , y:343
x:106 , y:175
x:177 , y:89
x:92 , y:398
x:263 , y:30
x:367 , y:132
x:281 , y:227
x:122 , y:163
x:169 , y:23
x:397 , y:192
x:207 , y:280
x:338 , y:27
x:106 , y:73
x:363 , y:132
x:229 , y:277
x:172 , y:58
x:185 , y:127
x:169 , y:279
x:229 , y:363
x:393 , y:261
x:393 , y:92
x:271 , y:312
x:28 , y:226
x:250 , y:345
x:137 , y:197
x:77 , y:247
x:274 , y:296
x:322 , y:368
x:52 , y:332
x:209 , y:237
x:247 , y:281
x:9 , y:382
x:213 , y:32
x:395 , y:178
x:391 , y:394
x:38 , y:340
x:205 , y:337
x:163 , y:261
x:158 , y:233
x:382 , y:13
x:260 , y:247
x:143 , y:12
x:332 , y:134
x:19 , y:17
x:254 , y:384
x:265 , y:180
x:114 , y:101
x:134 , y:226
x:4 , y:327
x:273 , y:129
x:22 , y:348
x:285 , y:263
x:124 , y:227
x:60 , y:48
x:62 , y:282
x:129 , y:394
x:358 , y:322
x:9 , y:225
x:242 , y:290
x:226 , y:380
x:160 , y:49
x:150 , y:92
x:318 , y:275
x:154 , y:284
x:366 , y:275
x:223 , y:28
x:291 , y:388
x:215 , y:108
x:108 , y:368
x:202 , y:227
x:173 , y:170
x:45 , y:284
x:109 , y:132
x:374 , y:6
x:386 , y:303
x:352 , y:201
x:245 , y:146
x:21 , y:55
x:339 , y:163
x:390 , y:176
x:156 , y:257
x:197 , y:213
x:273 , y:399
x:367 , y:364
x:191 , y:382
x:104 , y:122
x:6 , y:317
x:1 , y:149
x:107 , y:67
x:370 , y:327
x:128 , y:93
x:192 , y:275
x:330 , y:325
x:89 , y:165
x:293 , y:221
x:31 , y:79
x:245 , y:49
x:49 , y:228
x:193 , y:70
x:52 , y:368
x:90 , y:336
x:205 , y:157
x:258 , y:96
x:163 , y:206
x:134 , y:366
x:11 , y:86
x:313 , y:214
x:140 , y:203
x:369 , y:195
x:368 , y:181
x:212 , y:262
x:264 , y:351
x:180 , y:9
x:80 , y:313
x:233 , y:325
x:261 , y:132
x:241 , y:276
x:372 , y:67
x:225 , y:100
x:18 , y:88
x:126 , y:311
x:126 , y:29
x:233 , y:391
x:138 , y:218
x:399 , y:154
x:16 , y:106
x:58 , y:163
x:173 , y:232
x:97 , y:190
x:115 , y:253
x:385 , y:331
x:207 , y:328
x:347 , y:179
x:231 , y:131
x:171 , y:173
x:84 , y:249
x:278 , y:297
x:240 , y:162
x:380 , y:63
x:217 , y:378
x:37 , y:331
x:95 , y:186
x:18 , y:47
x:237 , y:220
x:73 , y:116
x:399 , y:304
x:232 , y:10
x:189 , y:206
x:289 , y:180
x:305 , y:20
x:269 , y:61
x:310 , y:389
x:104 , y:100
x:163 , y:151
x:129 , y:36
x:320 , y:381
x:119 , y:118
x:165 , y:15
x:187 , y:137
x:205 , y:2
x:306 , y:260
x:270 , y:204
x:362 , y:91
x:271 , y:12
x:384 , y:252
x:313 , y:176
x:117 , y:254
x:306 , y:223
x:326 , y:173
x:210 , y:69
x:2 , y:56
x:126 , y:130
x:97 , y:121
x:211 , y:292
x:246 , y:284
x:96 , y:16
x:173 , y:153
x:196 , y:366
x:330 , y:135
x:387 , y:67
x:195 , y:315
x:121 , y:252
x:28 , y:264
x:38 , y:27
x:48 , y:354
x:362 , y:200
x:282 , y:51
x:124 , y:89
x:381 , y:379
x:215 , y:335
x:304 , y:227
x:332 , y:311
x:229 , y:77
x:212 , y:128
x:147 , y:160
x:27 , y:152
x:4 , y:294
x:159 , y:148
x:175 , y:32
x:339 , y:149
x:301 , y:175
x:226 , y:301
x:390 , y:183
x:114 , y:303
x:238 , y:323
x:103 , y:329
x:192 , y:94
x:171 , y:387
x:116 , y:21
x:133 , y:336
x:88 , y:215
x:110 , y:160
x:260 , y:44
x:29 , y:221
x:322 , y:387
x:163 , y:368
x:221 , y:223
x:6 , y:389
x:292 , y:212
x:87 , y:120
x:1 , y:83
x:177 , y:190
x:178 , y:145
x:166 , y:301
x:237 , y:246
x:61 , y:252
x:364 , y:277
x:321 , y:123
x:344 , y:225
x:212 , y:350
x:270 , y:218
x:41 , y:375
x:317 , y:92
x:256 , y:47
x:119 , y:161
x:244 , y:343
x:86 , y:72
x:217 , y:374
x:275 , y:216
x:62 , y:336
x:188 , y:64
x:341 , y:75
x:151 , y:104
x:329 , y:262
x:165 , y:47
x:266 , y:142
x:69 , y:35
x:79 , y:307
x:307 , y:386
x:148 , y:335
x:231 , y:378
x:51 , y:344
x:318 , y:269
x:85 , y:268
x:156 , y:145
x:209 , y:99
x:174 , y:296
x:1 , y:150
x:365 , y:277
x:325 , y:330
x:24 , y:130
x:117 , y:191
x:50 , y:94
x:80 , y:149
x:84 , y:357
x:336 , y:228
x:125 , y:267
x:136 , y:339
x:159 , y:43
x:141 , y:221
x:320 , y:316
x:212 , y:302
x:5 , y:47
x:276 , y:213
x:96 , y:370
x:52 , y:201
x:344 , y:120
x:166 , y:121
x:270 , y:395
x:304 , y:247
x:27 , y:307
x:174 , y:240
x:179 , y:152
x:148 , y:263
x:36 , y:339
x:207 , y:241
x:143 , y:357
x:356 , y:19
x:185 , y:148
x:70 , y:232
x:386 , y:233
x:305 , y:122
x:196 , y:330
x:277 , y:72
x:271 , y:66
x:373 , y:182
x:374 , y:250
x:355 , y:100
x:363 , y:154
x:45 , y:103
x:296 , y:399
x:308 , y:204
x:223 , y:39
x:140 , y:216
x:1 , y:360
x:193 , y:210
x:285 , y:339
x:269 , y:99
x:123 , y:81
x:147 , y:99
x:281 , y:394
x:244 , y:73
x:125 , y:255
x:361 , y:199
x:254 , y:40
x:391 , y:358
x:162 , y:150
x:142 , y:252
x:68 , y:386
x:298 , y:282
x:92 , y:21
x:360 , y:92
x:143 , y:377
x:10 , y:182
x:281 , y:266
x:260 , y:158
x:183 , y:162
x:369 , y:56
x:256 , y:308
x:348 , y:331
x:289 , y:110
x:213 , y:339
x:191 , y:52
x:390 , y:355
x:237 , y:212
x:233 , y:288
x:332 , y:281
x:211 , y:146
x:280 , y:27
x:293 , y:221
x:331 , y:161
x:275 , y:105
x:114 , y:114
x:22 , y:196
x:127 , y:370
x:32 , y:322
x:262 , y:369
x:21 , y:245
x:152 , y:5
x:217 , y:11
x:251 , y:341
x:223 , y:3
x:101 , y:136
x:163 , y:386
x:159 , y:381
x:94 , y:9
x:66 , y:43
x:157 , y:321
x:117 , y:180
x:150 , y:132
x:54 , y:245
x:214 , y:135
x:380 , y:268
x:274 , y:187
x:150 , y:133
x:74 , y:43
x:398 , y:353
x:89 , y:249
x:187 , y:99
x:80 , y:253
x:214 , y:299
x:342 , y:126
x:47 , y:280
x:13 , y:51
x:183 , y:165
x:362 , y:115
x:250 , y:190
x:10 , y:128
x:315 , y:183
x:268 , y:236
x:280 , y:17
x:370 , y:294
x:144 , y:278
x:378 , y:60
x:265 , y:283
x:182 , y:10
x:137 , y:79
x:311 , y:76
x:128 , y:184
x:301 , y:324
x:40 , y:263
x:53 , y:263
x:391 , y:242
x:25 , y:16
x:252 , y:258
x:275 , y:293
x:188 , y:132
x:363 , y:246
x:258 , y:284
x:119 , y:293
x:303 , y:123
x:154 , y:302
x:330 , y:392
x:129 , y:17
x:342 , y:58
x:322 , y:30
x:294 , y:334
x:176 , y:327
x:343 , y:237
x:48 , y:202
x:47 , y:148
x:280 , y:323
x:121 , y:187
x:71 , y:195
x:88 , y:331
x:54 , y:143
x:397 , y:344
x:336 , y:160
x:178 , y:327
x:338 , y:65
x:48 , y:72
x:6 , y:260
x:139 , y:342
x:131 , y:134
x:288 , y:35
x:183 , y:131
x:7 , y:336
x:123 , y:15
x:211 , y:128
x:12 , y:147
x:290 , y:251
x:195 , y:18
x:179 , y:239
x:166 , y:84
x:101 , y:309
x:381 , y:104
x:316 , y:149
x:43 , y:339
x:73 , y:56
x:43 , y:127
x:258 , y:362
x:250 , y:178
x:193 , y:265
x:346 , y:325
x:24 , y:356
x:208 , y:358
x:376 , y:266
x:105 , y:355
x:391 , y:107
x:16 , y:272
x:376 , y:93
x:194 , y:349
x:288 , y:245
x:253 , y:238
x:317 , y:314
x:228 , y:296
x:74 , y:175
x:393 , y:78
x:355 , y:219
x:176 , y:339
x:249 , y:380
x:246 , y:336
x:291 , y:225
x:285 , y:352
x:176 , y:235
x:280 , y:253
x:203 , y:152
x:349 , y:74
x:264 , y:43
x:309 , y:202
x:98 , y:181
x:357 , y:137
x:167 , y:124
x:344 , y:350
x:241 , y:123
x:103 , y:120
x:56 , y:90
x:267 , y:301
x:253 , y:299
x:134 , y:104
x:358 , y:29
x:134 , y:366
x:41 , y:113
x:108 , y:83
x:286 , y:257
x:39 , y:18
x:107 , y:336
x:61 , y:348
x:250 , y:275
x:398 , y:357
x:77 , y:91
x:133 , y:53
x:354 , y:85
x:336 , y:352
x:57 , y:160
x:189 , y:23
x:389 , y:367
x:80 , y:275
x:359 , y:30
x:288 , y:188
x:158 , y:197
x:85 , y:279
x:227 , y:266
x:93 , y:98
x:55 , y:29
x:72 , y:91
x:96 , y:84
x:169 , y:205
x:109 , y:50
x:210 , y:106
x:81 , y:166
x:85 , y:352
x:227 , y:70
x:53 , y:165
x:306 , y:138
x:287 , y:341
x:172 , y:16
x:282 , y:373
x:23 , y:351
x:380 , y:327
x:18 , y:79
x:115 , y:52
x:257 , y:66
x:69 , y:285
x:343 , y:318
x:37 , y:231
x:183 , y:376
x:46 , y:122
x:240 , y:363
x:101 , y:99
x:392 , y:146
x:114 , y:341
x:266 , y:164
x:115 , y:397
x:324 , y:289
x:320 , y:95
x:99 , y:295
x:313 , y:36
x:273 , y:356
x:227 , y:382
x:214 , y:168
x:144 , y:264
x:386 , y:349
x:312 , y:142
x:242 , y:226
x:324 , y:366
x:307 , y:234
x:351 , y:39
x:388 , y:125
x:366 , y:18
x:66 , y:264
x:111 , y:287
x:275 , y:165
x:74 , y:25
x:359 , y:100
x:220 , y:301
x:165 , y:125
x:75 , y:364
x:58 , y:103
x:330 , y:387
x:353 , y:300
x:87 , y:206
x:245 , y:212
x:289 , y:390
x:8 , y:185
x:2 , y:256
x:95 , y:74
x:240 , y:113
x:90 , y:370
x:22 , y:314
x:215 , y:2
x:127 , y:242
x:158 , y:332
x:35 , y:202
x:190 , y:216
x:117 , y:317
x:124 , y:95
x:260 , y:156
x:146 , y:321
x:59 , y:149
x:5 , y:154
x:229 , y:61
x:126 , y:100
x:22 , y:21
x:287 , y:217
x:219 , y:44
x:286 , y:102
x:386 , y:346
x:101 , y:44
x:213 , y:21
x:339 , y:291
x:338 , y:330
x:86 , y:15
x:288 , y:198
x:300 , y:184
x:338 , y:347
x:8 , y:305
x:358 , y:119
x:92 , y:135
x:304 , y:380
x:377 , y:379
x:81 , y:123
x:21 , y:215
x:212 , y:19
x:41 , y:122
x:365 , y:25
x:307 , y:332
x:299 , y:304
x:54 , y:345
x:129 , y:187
x:135 , y:354
x:260 , y:67
x:139 , y:143
x:230 , y:170
x:102 , y:231
x:211 , y:134
x:209 , y:79
x:247 , y:244
x:264 , y:231
x:305 , y:59
x:84 , y:257
x:141 , y:271
x:127 , y:343
x:288 , y:40
x:227 , y:181
x:136 , y:17
x:36 , y:314
x:10 , y:348
x:70 , y:127
x:359 , y:240
x:327 , y:172
x:204 , y:122
x:366 , y:136
x:319 , y:51
x:62 , y:182
x:39 , y:177
x:48 , y:98
x:41 , y:180
x:172 , y:127
x:308 , y:329
x:298 , y:352
x:266 , y:396
x:296 , y:334
x:62 , y:276
x:69 , y:318
x:91 , y:373
x:95 , y:348
x:84 , y:247
x:250 , y:13
x:196 , y:356
x:133 , y:312
x:362 , y:187
x:320 , y:133
x:260 , y:3
x:284 , y:92
x:44 , y:120
x:69 , y:182
x:116 , y:263
x:91 , y:317
x:236 , y:130
x:103 , y:112
x:60 , y:279
x:126 , y:198
x:164 , y:145
x:53 , y:376
x:240 , y:360
x:147 , y:186
x:319 , y:154
x:109 , y:67
x:112 , y:131
x:251 , y:393
x:175 , y:108
x:371 , y:272
x:190 , y:243
x:326 , y:15
x:127 , y:26
x:305 , y:381
x:180 , y:188
x:285 , y:383
x:311 , y:296
x:256 , y:338
x:124 , y:151
x:257 , y:355
x:375 , y:395
x:126 , y:366
x:359 , y:87
x:147 , y:377
x:202 , y:86
x:281 , y:119
x:134 , y:392
x:370 , y:207
x:189 , y:261
x:1 , y:275
x:258 , y:321
x:217 , y:286
x:224 , y:121
x:224 , y:25
x:380 , y:348
x:343 , y:81
x:47 , y:307
x:346 , y:21
x:399 , y:358
x:44 , y:94
x:213 , y:201
x:145 , y:325
x:85 , y:299
x:112 , y:115
x:342 , y:226
x:99 , y:114
x:0 , y:152
x:273 , y:268
x:293 , y:225
x:125 , y:97
x:178 , y:225
x:85 , y:21
x:42 , y:177
x:135 , y:31
x:125 , y:393
x:146 , y:179
x:56 , y:338
x:189 , y:291
x:358 , y:93
x:319 , y:302
x:368 , y:300
x:52 , y:370
x:238 , y:368
x:145 , y:325
x:374 , y:83
x:261 , y:223
x:244 , y:152
x:329 , y:346
x:377 , y:286
x:232 , y:16
x:195 , y:103
x:393 , y:378
x:270 , y:204
x:297 , y:183
x:37 , y:180
x:81 , y:169
x:139 , y:5
x:325 , y:133
x:11 , y:330
x:13 , y:23
x:246 , y:337
x:90 , y:274
x:172 , y:90
x:328 , y:371
x:388 , y:150
x:253 , y:160
x:91 , y:135
x:339 , y:246
x:381 , y:361
x:141 , y:189
x:358 , y:18
x:375 , y:174
x:260 , y:49
x:331 , y:301
x:324 , y:223
x:160 , y:345
x:171 , y:170
x:212 , y:202
x:126 , y:344
x:94 , y:92
x:205 , y:114
x:201 , y:299
x:97 , y:296
x:209 , y:93
x:282 , y:79
x:49 , y:302
x:77 , y:192
x:193 , y:25
x:278 , y:337
x:160 , y:125
x:22 , y:202
x:324 , y:320
x:123 , y:145
x:41 , y:88
x:180 , y:249
x:315 , y:87
x:386 , y:385
x:233 , y:68
x:161 , y:84
x:115 , y:42
x:345 , y:395
x:139 , y:164
x:141 , y:22
x:311 , y:333
x:10 , y:19
x:173 , y:23
x:295 , y:32
x:129 , y:49
x:137 , y:18
x:219 , y:171
x:258 , y:270
x:207 , y:86
x:107 , y:197
x:281 , y:41
x:35 , y:268
x:264 , y:348
x:64 , y:380
x:354 , y:355
x:288 , y:158
x:177 , y:217
x:240 , y:298
x:282 , y:303
x:352 , y:136
x:106 , y:12
x:135 , y:42
x:264 , y:278
x:364 , y:393
x:190 , y:23
x:16 , y:71
x:292 , y:23
x:323 , y:52
x:32 , y:108
x:63 , y:388
x:146 , y:339
x:156 , y:304
x:202 , y:275
x:130 , y:397
x:133 , y:37
x:1 , y:83
x:77 , y:191
x:69 , y:136
x:81 , y:293
x:316 , y:386
x:9 , y:272
x:247 , y:333
x:385 , y:301
x:361 , y:171
x:159 , y:369
x:308 , y:25
x:281 , y:257
x:84 , y:17
x:14 , y:35
x:72 , y:215
x:298 , y:99
x:290 , y:25
x:161 , y:327
x:220 , y:312
x:298 , y:243
x:67 , y:136
x:21 , y:259
x:161 , y:314
x:85 , y:6
x:328 , y:74
x:51 , y:196
x:53 , y:236
x:205 , y:332
x:368 , y:138
x:305 , y:219
x:270 , y:40
x:66 , y:155
x:82 , y:113
x:25 , y:179
x:374 , y:254
x:390 , y:275
x:134 , y:41
x:356 , y:364
x:370 , y:247
x:322 , y:393
x:190 , y:250
x:39 , y:325
x:258 , y:243
x:333 , y:244
x:16 , y:226
x:218 , y:238
x:393 , y:286
x:399 , y:236
x:16 , y:27
x:281 , y:376
x:203 , y:390
x:384 , y:224
x:188 , y:290
x:137 , y:340
x:333 , y:110
x:313 , y:11
x:337 , y:123
x:319 , y:352
x:196 , y:147
x:373 , y:204
x:395 , y:212
x:51 , y:191
x:380 , y:340
x:320 , y:50
x:379 , y:396
x:338 , y:201
x:377 , y:182
x:72 , y:322
x:214 , y:117
x:228 , y:162
x:125 , y:100
x:175 , y:141
x:45 , y:62
x:161 , y:46
x:251 , y:241
x:6 , y:134
x:278 , y:198
x:90 , y:57
x:59 , y:258
x:206 , y:10
x:164 , y:38
x:173 , y:144
x:19 , y:141
x:259 , y:197
x:359 , y:185
x:285 , y:39
x:132 , y:85
x:99 , y:61
x:107 , y:177
x:370 , y:261
x:347 , y:310
x:60 , y:376
x:33 , y:225
x:35 , y:151
x:161 , y:45
x:83 , y:241
x:338 , y:325
x:19 , y:256
x:54 , y:309
x:94 , y:278
x:269 , y:365
x:2 , y:380
x:393 , y:1
x:130 , y:102
x:315 , y:52
x:363 , y:100
x:29 , y:262
x:40 , y:23
x:126 , y:14
x:59 , y:75
x:269 , y:240
x:165 , y:95
x:351 , y:207
x:68 , y:184
x:14 , y:357
x:275 , y:162
x:94 , y:283
x:236 , y:277
x:379 , y:87
x:140 , y:366
x:19 , y:246
x:109 , y:55
x:30 , y:0
x:14 , y:101
x:176 , y:109
x:349 , y:26
x:121 , y:397
x:204 , y:114
x:251 , y:24
x:382 , y:224
x:387 , y:217
x:53 , y:209
x:86 , y:33
x:121 , y:241
x:160 , y:18
x:264 , y:213
x:220 , y:179
x:179 , y:325
x:26 , y:202
x:311 , y:145
x:171 , y:155
x:152 , y:260
x:327 , y:292
x:317 , y:309
x:133 , y:130
x:347 , y:251
x:60 , y:120
x:106 , y:352
x:194 , y:98
x:116 , y:227
x:392 , y:354
x:85 , y:381
x:258 , y:164
x:366 , y:216
x:361 , y:285
x:40 , y:278
x:90 , y:85
x:377 , y:192
x:101 , y:17
x:99 , y:246
x:49 , y:187
x:259 , y:47
x:351 , y:61
x:112 , y:365
x:144 , y:145
x:51 , y:228
x:161 , y:136
x:252 , y:136
x:352 , y:20
x:257 , y:219
x:49 , y:266
x:351 , y:297
x:41 , y:139
x:109 , y:280
x:79 , y:95
x:282 , y:208
x:207 , y:80
x:142 , y:141
x:107 , y:159
x:256 , y:254
x:34 , y:251
x:340 , y:308
x:396 , y:148
x:168 , y:192
x:363 , y:301
x:119 , y:25
x:274 , y:12
x:104 , y:70
x:302 , y:315
x:10 , y:213
x:21 , y:381
x:62 , y:244
x:386 , y:229
x:340 , y:156
x:362 , y:45
x:248 , y:196
x:56 , y:348
x:96 , y:140
x:285 , y:5
x:258 , y:216
x:241 , y:248
x:213 , y:377
x:47 , y:67
x:335 , y:317
x:130 , y:301
x:283 , y:297
x:142 , y:103
x:284 , y:297
x:5 , y:80
x:125 , y:224
x:373 , y:319
x:267 , y:373
x:66 , y:381
x:386 , y:316
x:132 , y:351
x:199 , y:244
x:221 , y:326
x:393 , y:12
x:281 , y:220
x:122 , y:328
x:226 , y:363
x:67 , y:357
x:206 , y:320
x:0 , y:303
x:128 , y:211
x:82 , y:125
x:50 , y:53
x:34 , y:349
x:217 , y:116
x:67 , y:373
x:169 , y:350
x:276 , y:219
x:183 , y:391
x:163 , y:221
x:102 , y:65
x:28 , y:237
x:194 , y:280
x:200 , y:47
x:303 , y:0
x:163 , y:200
x:277 , y:31
x:36 , y:245
x:147 , y:327
x:396 , y:70
x:43 , y:364
x:266 , y:63
x:282 , y:213
x:156 , y:94
x:316 , y:18
x:83 , y:271
x:109 , y:370
x:250 , y:63
x:63 , y:255
x:208 , y:50
x:202 , y:366
x:349 , y:371
x:169 , y:79
x:6 , y:385
x:55 , y:316
x:232 , y:354
x:18 , y:51
x:216 , y:99
x:193 , y:252
x:270 , y:324
x:195 , y:61
x:31 , y:305
x:369 , y:256
x:64 , y:233
x:283 , y:32
x:350 , y:272
x:195 , y:37
x:116 , y:299
x:284 , y:364
x:280 , y:75
x:29 , y:291
x:294 , y:65
x:164 , y:47
x:252 , y:110
x:34 , y:309
x:371 , y:74
x:380 , y:182
x:390 , y:354
x:188 , y:301
x:285 , y:54
x:326 , y:23
x:61 , y:235
x:86 , y:122
x:38 , y:177
x:252 , y:370
x:213 , y:271
x:336 , y:234
x:233 , y:108
x:170 , y:52
x:361 , y:85
x:112 , y:157
x:291 , y:284
x:239 , y:44
x:345 , y:281
x:336 , y:379
x:354 , y:230
x:17 , y:214
x:288 , y:15
x:145 , y:103
x:25 , y:327
x:150 , y:349
x:183 , y:238
x:298 , y:86
x:138 , y:17
x:54 , y:69
x:226 , y:51
x:336 , y:166
x:210 , y:117
x:350 , y:127
x:106 , y:155
x:337 , y:238
x:5 , y:60
x:28 , y:306
x:361 , y:293
x:172 , y:173
x:74 , y:386
x:177 , y:322
x:360 , y:258
x:275 , y:27
x:96 , y:98
x:150 , y:329
x:48 , y:274
x:343 , y:38
x:165 , y:258
x:366 , y:246
